"","DHSCLUST","m0_1y_hiv","m0_1y_nonhiv","gt1_hiv","gt1_nonhiv","total_pop","m0_1y_hiv_rate","gt1_hiv_rate","allm0_1y_rate","all_hiv_rate","pop_rate"
"198",198,0.472117,0.944234,3.274107,12.136838,16.827296,0.0280566170583794,0.194571189571991,0.0841698511751383,0.22262780663037,0.00106903336217338
"199",199,0,2.383444,1.191722,53.418637,56.993803,0,0.0209096767941595,0.0418193535883191,0.0209096767941595,0.00362080020724288
"200",200,0,0.601084,2.682288,9.850116,13.133488,0,0.204232721726323,0.0457672782736772,0.204232721726323,0.00083436678321364
"201",201,0,3.694617,1.632544,16.983161,22.310322,0,0.073174380898671,0.1656012405379,0.073174380898671,0.00141736845532584
"202",202,0,2.926502,2.941658,12.87964,18.7478,0,0.156906837068883,0.156098422214873,0.156906837068883,0.00119104243886565
"203",203,0,4.31184,1.43728,21.601698,27.350818,0,0.0525497994246461,0.157649398273938,0.0525497994246461,0.00173758974256662
"204",204,0,4.07714,4.064111,20.190265,28.331516,0,0.14344841271466,0.143908289270507,0.14344841271466,0.00179989320951797
"205",205,0.306591,0.876834,2.381163,8.968722,12.53331,0.0244620934134718,0.189986763273229,0.0944223832331603,0.214448856686701,0.000796237644388098
"206",206,0,0,1.337271,10.696089,12.03336,0,0.11113030774447,0,0.11113030774447,0.000764475962094129
"207",207,0,1.55895,1.55895,62.875377,65.993277,0,0.0236228608559626,0.0236228608559626,0.0236228608559626,0.0041925342486487
"208",208,0,1.325524,6.584504,17.124022,25.03405,0,0.263021924139322,0.0529488436749148,0.263021924139322,0.00159040612587528
"209",209,0.768651,2.350111,4.832696,19.154152,27.10561,0.0283576351906487,0.17829135739797,0.115059650013411,0.206648992588619,0.00172201174758324
"210",210,0,2.885202,2.140764,20.774262,25.800228,0,0.0829746155731647,0.111828546631448,0.0829746155731647,0.00163908119781573
"211",211,0,0,1.596119,10.308728,11.904847,0,0.134073037645927,0,0.134073037645927,0.00075631156750138
"212",212,0,2.653191,3.963825,21.161682,27.778698,0,0.142692972867195,0.0955117118880086,0.142692972867195,0.00176477283811606
"213",213,0,3.738196,4.966723,28.940116,37.645035,0,0.131935672260631,0.0993011694636491,0.131935672260631,0.00239157844107482
"214",214,0.916277,0.916277,8.637543,34.159122,44.629219,0.0205308768679102,0.193540088613247,0.0410617537358205,0.214070965481157,0.00283528167797976
"215",215,0,3.789808,9.659068,57.646828,71.095704,0,0.135860079534482,0.0533057243515023,0.135860079534482,0.00451668999482766
"216",216,0,1.272076,3.18019,19.603383,24.055649,0,0.132201380224662,0.0528805520898646,0.132201380224662,0.00152824858668515
"217",217,0,0.262763,1.793229,9.800546,11.856538,0,0.151243895983802,0.022161865461908,0.151243895983802,0.000753242510375788
"218",218,0,1.477313,7.293661,53.638637,62.409611,0,0.11686759271741,0.0236712419181719,0.11686759271741,0.00396486495984042
"219",219,0,8.101194,5.075529,17.210943,30.387666,0,0.167025957176178,0.266594808564764,0.167025957176178,0.00193051983827834
"220",220,0.324694,1.292193,0.974082,7.408715,9.999684,0.0324704260654637,0.097411278196391,0.161693809524381,0.129881704261855,0.000635277100206199
"221",221,0,3.901092,0,28.274805,32.175897,0,0,0.121242680507089,0,0.00204412564863983
"222",222,0,0.71215,0.71215,26.172342,27.596642,0,0.0258056759224546,0.0258056759224546,0.0258056759224546,0.00175320687185601
"223",223,0,0,4.557752,49.045869,53.603621,0,0.0850269424895755,0,0.0850269424895755,0.00340542290230692
"224",224,0,0.287653,2.513157,8.990356,11.791166,0,0.21313897200667,0.0243956365299242,0.21313897200667,0.000749089445679476
"225",225,0,4.520649,5.932768,41.529376,51.982793,0,0.114129458184365,0.0869643345250802,0.114129458184365,0.00330245215725408
"226",226,0,0,3.523595,35.358415,38.88201,0,0.0906227584427863,0,0.0906227584427863,0.00247016311345323
"227",227,0.780281,3.966529,6.372496,26.95286,38.072166,0.0204947887651047,0.167379392073464,0.124679273566941,0.187874180838569,0.00241871395286581
"228",228,0.477031,1.947612,3.865608,21.236164,27.526415,0.0173299356272875,0.14043267167192,0.0880842274593331,0.157762607299207,0.00174874537038095
"229",229,0,1.804239,1.202826,17.52423,20.531295,0,0.0585850040146031,0.0878775060219046,0.0585850040146031,0.00130434737248477
"230",230,0,3.708995,2.214879,22.069905,27.993779,0,0.0791204002860778,0.132493544369269,0.0791204002860778,0.00177843687329851
"231",231,3.213591,4.245276,8.431284,30.748617,46.638768,0.0689038569800986,0.180778445948658,0.159928474096914,0.249682302928757,0.00296294775837213
"232",232,1.000532,2.886658,5.888254,24.381141,34.156585,0.0292925068475083,0.172390009130011,0.113804995434994,0.201682515977519,0.00216995819785371
"233",233,0,0,5.247992,37.163928,42.41192,0,0.123738609334357,0,0.123738609334357,0.00269441729876437
"234",234,0,1.502286,1.972595,13.368309,16.84319,0,0.117115285168665,0.0891924866964037,0.117115285168665,0.00107004310350428
"235",235,0,0,2.7267,19.552528,22.279228,0,0.122387544128549,0,0.122387544128549,0.00141539306228804
"236",236,0,5.337498,5.337498,37.619442,48.294438,0,0.110519931922595,0.110519931922595,0.110519931922595,0.00306813200584419
"237",237,0,2.478063,1.623718,23.713855,27.815636,0,0.0583742899137737,0.08908884916383,0.0583742899137737,0.00176711949882328
"238",238,0,0,8.342258,35.959807,44.302065,0,0.188304044066569,0,0.188304044066569,0.00281449767676124
"239",239,2.012838,0,0.660034,26.630512,29.303384,0.0686896093638878,0.0225241562544449,0.0686896093638878,0.0912137656183327,0.00186163570906328
"240",240,0,0,10.22958,39.675326,49.904906,0,0.204981450120355,0,0.204981450120355,0.00317044458302312
"241",241,0,1.02007,3.090372,16.381444,20.491886,0,0.15080954481203,0.0497792150512647,0.15080954481203,0.00130184372984546
"242",242,0,3.183549,2.122366,27.397132,32.703047,0,0.0648981117875652,0.0973471676813479,0.0648981117875652,0.00207761533925142
"243",243,0,2.453786,6.067812,27.552009,36.073607,0,0.168206411962075,0.0680216425266262,0.168206411962075,0.00229174606406943
"244",244,0.446894,0.665105,1.114617,5.115719,7.342335,0.0608653786567897,0.151806884322222,0.151450322002469,0.212672262979011,0.000466456468778661
"245",245,1.034956,4.980168,5.077474,25.338717,36.431315,0.0284084173190015,0.139371142655707,0.165108616035408,0.167779559974709,0.00231447115227827
"246",246,0,1.849063,0,25.216773,27.065836,0,0,0.0683172321002758,0,0.00171948491659702
"247",247,0,2.174374,2.183324,15.319068,19.676766,0,0.11095949405507,0.110504642886946,0.11095949405507,0.0012500593864682
"248",248,0.765581,2.255152,3.020733,22.177201,28.218667,0.0271303034973268,0.107047331470335,0.107047331470335,0.134177634967662,0.00179272394442108
"249",249,0,1.43252,1.440962,26.488957,29.362439,0,0.0490750104240319,0.0487875002481912,0.0490750104240319,0.00186538745653377
"250",250,0.390194,0.398693,2.349663,6.302597,9.441147,0.0413290885101143,0.248874739478159,0.0835583854377016,0.290203827988273,0.00059979340234956
"251",251,0,3.531162,2.942329,12.356313,18.829804,0,0.156259141093556,0.187530470311852,0.156259141093556,0.00119625212982441
"252",252,0,2.348654,5.921929,38.383168,46.653751,0,0.126933609261129,0.0503422329321387,0.126933609261129,0.00296389962413033
"253",253,0,5.674402,2.257156,40.628808,48.560366,0,0.0464814453828458,0.116852537725931,0.0464814453828458,0.0030850263365754
"254",254,0,0,7.452044,72.052228,79.504272,0,0.0937313657811998,0,0.0937313657811998,0.00505088394494915
"255",255,0,6.079407,10.091285,59.034491,75.205183,0,0.134183371377475,0.0808376066314472,0.134183371377475,0.00477776403501516
"256",256,0,5.566947,5.508599,51.024604,62.10015,0,0.0887050836431152,0.0896446626940515,0.0887050836431152,0.00394520498991468
"257",257,0.82076,5.024592,5.895368,17.786136,29.526856,0.0277970671852093,0.199661216893529,0.197967301361174,0.227458284078738,0.00187583282210578
"258",258,0,3.737013,1.26046,31.023463,36.020936,0,0.0349924277370249,0.103745582846598,0.0349924277370249,0.00228839989031584
"259",259,0.425232,1.324471,0,7.829766,9.579469,0.0443899343481356,0,0.182651355727546,0.0443899343481356,0.000608580959941852
"260",260,0,1.339767,13.179315,39.101235,53.620317,0,0.245789576365242,0.0249861820100765,0.245789576365242,0.0034064835944713
"261",261,0,1.576512,3.858045,15.43218,20.866737,0,0.184889712272695,0.0755514386365247,0.184889712272695,0.00132565790800243
"262",262,0.568246,0.568246,4.047292,6.091809,11.275593,0.0503961077701191,0.358942718134647,0.100792215540238,0.409338825904766,0.000716335238608071
"263",263,1.312294,5.289468,6.642054,46.655546,59.899362,0.0219083134808681,0.110886890581572,0.110214228992957,0.132795204062441,0.00380538954986591
"264",264,0,1.894512,3.819624,17.760312,23.474448,0,0.162714113660947,0.0807052843159507,0.162714113660947,0.00149132505130974
"265",265,0,2.096553,3.591646,21.817424,27.505623,0,0.130578609326537,0.0762227054446285,0.130578609326537,0.00174742446049344
"266",266,0,0.710031,3.527059,21.139258,25.376348,0,0.138990015426964,0.0279800308539274,0.138990015426964,0.00161215222113653
"267",267,0,2.272945,10.248612,22.688731,35.210288,0,0.291068678563493,0.0645534339281746,0.291068678563493,0.00223689965183551
"268",268,0,8.668855,11.7922,142.666441,163.127496,0,0.0722882425658026,0.053141593002813,0.0722882425658026,0.0103634437471002
"269",269,0,1.334889,1.378225,63.953191,66.666305,0,0.0206734871536678,0.0200234436271817,0.0206734871536678,0.00423529152739847
"270",270,0.50488,2.017395,1.17947,7.42049,11.122235,0.0453937540431397,0.106046131915033,0.226777711494138,0.151439885958173,0.000706592448182552
"271",271,0,3.08443,6.35682,16.136398,25.577648,0,0.24853027925007,0.120590837750211,0.24853027925007,0.00162494075328129
"272",272,0,3.404132,8.731354,38.053268,50.188754,0,0.17397032809382,0.0678265891996442,0.17397032809382,0.003188477366293
"273",273,0,0,2.9836,52.038214,55.021814,0,0.0542257658026324,0,0.0542257658026324,0.00349552030304206
"274",274,1.048993,4.195972,11.310971,23.499971,40.055907,0.0261882223762902,0.282379600092441,0.130941111881451,0.308567822468731,0.0025447404583074
"275",275,0,0.452838,3.874513,6.128547,10.455898,0,0.370557650811054,0.043309336032161,0.370557650811054,0.000664260246772977
"276",276,0,3.41612,1.117311,32.119139,36.65257,0,0.0304838378318355,0.0932027413084539,0.0304838378318355,0.00232852741993694
"277",277,0,2.283448,3.425172,50.39289,56.10151,0,0.0610531160391227,0.0407020773594151,0.0610531160391227,0.00356411308497239
"278",278,0,0,1.593659,41.643529,43.237188,0,0.036858525582191,0,0.036858525582191,0.00274684634171542
"279",279,0.980966,2.927224,2.919387,17.998968,24.826545,0.0395127876230865,0.117591352320671,0.157419810126621,0.157104139943758,0.00157722339183305
"280",280,0,3.498895,8.720787,43.603935,55.823617,0,0.156220386077814,0.0626776835331183,0.156220386077814,0.00354645862117057
"281",281,0,0,7.620084,66.704538,74.324622,0,0.102524355926089,0,0.102524355926089,0.00472182224339108
"282",282,0.654583,2.645649,3.272915,31.339058,37.912205,0.0172657591400975,0.0863287957004875,0.0870493288375076,0.103594554840585,0.00240855167571525
"283",283,0,1.305334,5.159972,45.948836,52.414142,0,0.0984461788957644,0.0249042329072181,0.0984461788957644,0.00332985563739373
"284",284,0,7.518768,7.681494,86.595875,101.796137,0,0.0754595825183425,0.0738610346284555,0.0754595825183425,0.00646707983227799
"285",285,0,2.961681,3.882103,37.421099,44.264883,0,0.0877016437612633,0.0669081402519464,0.0877016437612633,0.00281213551480293
"286",286,1.214003,0.602113,4.253899,12.732366,18.802381,0.0645664503873206,0.226242570023445,0.0965896819131577,0.290809020410766,0.00119450995437977
"287",287,0,1.097562,3.275058,6.962978,11.335598,0,0.288917973273223,0.0968243580973849,0.288917973273223,0.000720147339310241
"288",288,0.996526,0.949679,0.996526,36.977895,39.920626,0.0249626847033912,0.0249626847033912,0.0487518657648304,0.0499253694067823,0.00253614609458621
"289",289,0.298447,3.309412,1.201358,11.431826,16.241043,0.0183760981360618,0.0739704956141056,0.222144538377246,0.0923465937501674,0.00103178887466486
"290",290,0.54413,2.15913,5.432605,13.490215,21.62608,0.0251608243380215,0.251206182535161,0.125,0.276367006873183,0.00137389875432336
"291",291,0,2.569537,5.139074,26.004625,33.713236,0,0.152434907168211,0.0762174535841057,0.152434907168211,0.00214179236110333
"292",292,0,2.656772,8.769418,52.699546,64.125736,0,0.136753486930739,0.0414306667762846,0.136753486930739,0.00407388989638755
"293",293,0,1.349335,0,50.629688,51.979023,0,0,0.0259592220500181,0,0.00330221265021888
"294",294,0,1.24636,6.129426,34.232649,41.608435,0,0.147312101500573,0.0299545032155139,0.147312101500573,0.00264337212365092
"295",295,0,0,13.069626,95.541584,108.61121,0,0.120334042867214,0,0.120334042867214,0.0069000394951167
"296",296,0,6.713783,2.283271,62.775333,71.772387,0,0.0318126663392148,0.0935427018750261,0.0318126663392148,0.00455967947469511
"297",297,2.262285,1.099559,5.750463,42.983415,52.095722,0.043425542696193,0.110382633721825,0.0645320550505088,0.153808176418018,0.00330962650472838
"298",298,0.973891,2.921673,0,26.169536,30.0651,0.0323927410851785,0,0.129570964340714,0.0323927410851785,0.00191002731140398
"299",299,0,5.923068,2.636062,25.612818,34.171948,0,0.0771411100122241,0.173331295014261,0.0771411100122241,0.00217093420490458
"300",300,0,1.752195,1.16813,10.036079,12.956404,0,0.0901585038564713,0.135237755784707,0.0901585038564713,0.000823116686709299
"301",301,0,2.005177,5.606398,11.632051,19.243626,0,0.291337921449939,0.104199541188339,0.291337921449939,0.0012225421246044
"302",302,0,1.099513,8.087631,32.980789,42.167933,0,0.191795765754039,0.0260746240514089,0.191795765754039,0.00267891687356613
"303",303,1.408039,2.766517,2.766517,37.273638,44.214711,0.0318454869014071,0.0625700572825185,0.0944155441839256,0.0944155441839256,0.00280894810181353
"304",304,0.601948,3.049548,1.2238,20.715032,25.590328,0.0235224808372913,0.0478227555348255,0.142690472744234,0.0713452363721168,0.00162574631009995
"305",305,0,2.737676,4.892118,23.472616,31.10241,0,0.157290640821724,0.0880213462558046,0.157290640821724,0.00197592732272583
"306",306,0,4.368383,0,30.904103,35.272486,0,0,0.123846756931167,0,0.00224085107320829
"307",307,0,3.218133,1.149013,43.056561,47.423707,0,0.0242286626813041,0.0678591616635958,0.0242286626813041,0.00301281471134372
"308",308,0,1.431437,0,31.491614,32.923051,0,0,0.0434782608695652,0,0.00209159213123343
"309",309,0,8.418138,8.418138,122.128418,138.964694,0,0.0605775305776588,0.0605775305776588,0.0605775305776588,0.00882838776058941
"310",310,0,2.983414,11.723281,59.617237,74.323932,0,0.157732249687759,0.0401406911571901,0.157732249687759,0.00472177840788596
"311",311,0,1.67703,15.29923,34.0555,51.03176,0,0.299798204098781,0.0328624762304886,0.299798204098781,0.00324203329937413
"312",312,0,1.919274,2.947169,42.629551,47.495994,0,0.0620508963345414,0.0404091764033826,0.0620508963345414,0.00301740708403696
"313",313,0,1.844174,2.797929,27.535938,32.178041,0,0.086951502112885,0.0573115684699389,0.086951502112885,0.00204426185635428
"314",314,0,4.038053,8.140605,46.40536,58.584018,0,0.13895607160301,0.0689275529035922,0.13895607160301,0.00372182611705207
"315",315,0,2.190591,2.137862,30.931919,35.260372,0,0.0606307273218785,0.0621261454643757,0.0606307273218785,0.00224008147420977
"316",316,0,1.026779,4.910771,34.821645,40.759195,0,0.120482531610352,0.0251913463943535,0.120482531610352,0.00258942014631052
"317",317,0,0.541356,2.73363,26.262538,29.537524,0,0.0925477030505333,0.0183277379647664,0.0925477030505333,0.00187651055713271
"318",318,0,3.376534,8.49317,56.438501,68.308205,0,0.124336014977996,0.0494308699811392,0.124336014977996,0.00433960097065973
"319",319,0,0,8.153546,24.411656,32.565202,0,0.250376030217777,0,0.250376030217777,0.00206885808533441
"320",320,0.504627,2.028951,6.643695,19.395129,28.572402,0.0176613432780345,0.2325214029958,0.0886722089378415,0.250182746273834,0.00181519662906206
"321",321,0,2.466357,4.175128,25.786843,32.428328,0,0.128749406999954,0.0760556325938235,0.128749406999954,0.00206016251877314
"322",322,1.266615,1.266615,4.962422,36.003569,43.499221,0.0291181076553072,0.11408070962926,0.0582362153106144,0.143198817284567,0.00276349322419674
"323",323,0,0,4.963314,34.828427,39.791741,0,0.124732265421611,0,0.124732265421611,0.00252795806693853
"324",324,0,0,5.761887,49.863611,55.625498,0,0.103583558029449,0,0.103583558029449,0.00353387217705737
"325",325,0,1.926378,2.553456,21.704376,26.18421,0,0.0975189245732447,0.0735702165541752,0.0975189245732447,0.00166347546582374
"326",326,0,1.228363,4.933594,23.308684,29.470641,0,0.167407081508678,0.0416809054136284,0.167407081508678,0.00187226149903316
"327",327,0.288645,0.571137,1.713411,7.989765,10.562958,0.027326152390268,0.162209392482674,0.0813959498844926,0.189535544872942,0.000671061738334918
"328",328,0,2.064244,5.033446,34.583492,41.681182,0,0.120760634859155,0.0495246032130279,0.120760634859155,0.00264799372001423
"329",329,1.068586,3.205758,7.708126,45.408194,57.390664,0.0186195092637367,0.134309754631868,0.0744780370549468,0.152929263895605,0.00364601267448334
"330",330,0.658675,2.008695,5.33474,21.943185,29.945295,0.0219959429352758,0.178149522320618,0.0890747611603092,0.200145465255894,0.00190241613359174
"331",331,0,1.966838,3.265266,22.111668,27.343772,0,0.119415346207539,0.0719300175557344,0.119415346207539,0.00173714211217669
"332",332,0,5.537656,16.746264,44.101304,66.385224,0,0.252258906289147,0.0834169965292277,0.252258906289147,0.00421743453085707
"333",333,0.517771,1.553044,0,5.694136,7.764951,0.0666805238049796,0,0.266687452374136,0.0666805238049796,0.000493305143894869
"334",334,1.976857,7.907428,20.011346,52.187304,82.082935,0.0240836539287977,0.243794230798399,0.120418269643989,0.267877884727197,0.00521470567702078
"335",335,0,0.601632,4.197324,16.159464,20.95842,0,0.200269104254996,0.0287059806989267,0.200269104254996,0.00133148250309746
"336",336,0.689923,3.448541,4.829103,18.624699,27.592266,0.02500421676132,0.175016542679025,0.149986376617274,0.200020759440345,0.00175292886581197
"337",337,0,0,6.069134,57.529531,63.598665,0,0.0954286383212604,0,0.0954286383212604,0.00404040522462364
"338",338,0,3.14749,4.696098,47.413446,55.257034,0,0.0849864290580635,0.0569608929788016,0.0849864290580635,0.00351046376320645
"339",339,0,0,5.410797,12.022572,17.433369,0,0.31037012983549,0,0.31037012983549,0.00110753700868394
"340",340,0,3.834814,6.45279,29.645974,39.933578,0,0.161588075078071,0.0960298123048228,0.161588075078071,0.00253696893148804
"341",341,0,0,5.113022,29.609938,34.72296,0,0.147251904791527,0,0.147251904791527,0.00220593984163658
"342",342,1.849214,3.758461,13.244663,43.132252,61.98459,0.0298334473132758,0.213676705774774,0.090468856856196,0.24351015308805,0.00393786349575348
"343",343,0,3.109926,17.04986,53.164846,73.324632,0,0.232525681138093,0.0424131143269836,0.232525681138093,0.00465829316112856
"344",344,0,1.316522,3.248481,11.094083,15.659086,0,0.20745023049238,0.0840740002321975,0.20745023049238,0.00099481731082297
"345",345,0,7.266984,1.161422,59.165424,67.59383,0,0.0171823670888304,0.107509575947982,0.0171823670888304,0.00429421692867802
"346",346,0,4.295677,4.351511,34.532918,43.180106,0,0.10077582949889,0.0994827803340733,0.10077582949889,0.00274321993837768
"347",347,0,8.209284,2.115334,77.196137,87.520755,0,0.0241695127058719,0.093798139652703,0.0241695127058719,0.00556016884576124
"348",348,0,1.696444,0.425357,16.09379,18.215591,0,0.0233512599179461,0.0931314279070056,0.0233512599179461,0.00115723135141292
"349",349,0,2.178962,5.269838,27.734616,35.183416,0,0.149781874505875,0.0619315077308013,0.149781874505875,0.00223519248126525
"350",350,0.712375,1.892697,0.715362,8.047696,11.36813,0.0626642200608191,0.0629269721581298,0.229155718662612,0.125591192218949,0.000722214088081893
"351",351,0,2.20976,3.092748,13.255125,18.557633,0,0.166656383386825,0.119075530807189,0.166656383386825,0.00117896118306647
"352",352,0,3.036433,6.157649,74.265434,83.459516,0,0.0737800708070246,0.0363821065053864,0.0737800708070246,0.00530215947914883
"353",353,0,0,1.10979,37.271574,38.381364,0,0.0289148139706551,0,0.0289148139706551,0.00243835721447584
"354",354,0,1.843208,2.388006,5.01026,9.241474,0,0.258400986682428,0.199449568326438,0.258400986682428,0.000587108233055263
"355",355,0,0,2.603555,32.567758,35.171313,0,0.0740249589203565,0,0.0740249589203565,0.00223442358109362
"356",356,2.349862,14.099172,14.243468,107.114602,137.807104,0.0170518204925052,0.103358009758336,0.119362743447537,0.120409830250841,0.00875484639483948
"357",357,0,2.711679,2.168725,17.895283,22.775687,0,0.0952210574372575,0.119060250520654,0.0952210574372575,0.00144693296233801
"358",358,0.768358,1.524438,7.634468,16.744262,26.671526,0.0288081754302322,0.286240389844961,0.0859641851763562,0.315048565275193,0.00169443451366606
"359",359,0,0.632032,4.46602,21.013791,26.111843,0,0.171034269775596,0.0242048023956026,0.171034269775596,0.00165887801075309
"360",360,0.913169,1.850231,5.5268,42.626992,50.917192,0.017934394339735,0.108544870267001,0.0542724351335007,0.126479264606736,0.00323475482669275
"361",361,1.195954,1.195954,1.808379,14.380344,18.580631,0.064365628917554,0.0973260273023021,0.128731257835108,0.161691656219856,0.00118042223951091
"362",362,0,1.179265,4.112924,25.37837,30.670559,0,0.134100066451348,0.038449413328267,0.134100066451348,0.00194849195066795
"363",363,1.756676,0.852367,10.540056,11.392423,24.541522,0.071579749617811,0.429478497706866,0.10631137710204,0.501058247324677,0.00155911596114504
"364",364,0,3.518261,0,33.339184,36.857445,0,0,0.0954559112819676,0,0.00234154307082198
"365",365,1.753205,15.465495,13.92119,69.18815,100.32804,0.0174747259091277,0.138756722447683,0.17162400461526,0.15623144835681,0.00637381204451776
"366",366,0.301863,1.791873,0.892719,13.41009,16.396545,0.0184101589694658,0.0544455554508587,0.127693730599953,0.0728557144203245,0.00104166787280483
"367",367,1.824617,3.634539,2.744273,11.837968,20.041397,0.0910424058761971,0.136930224973838,0.272393985309507,0.227972630850035,0.00127322429091171
"368",368,0,8.960027,10.790694,57.67924,77.429961,0,0.139360705605935,0.115717829174678,0.139360705605935,0.00491910355298818
"369",369,0,0.487221,1.981104,19.146609,21.614934,0,0.0916544089378205,0.0225409432200903,0.0916544089378205,0.00137319065209144
"370",370,0.764346,0,2.257106,24.792234,27.813686,0.0274809315097611,0.0811509125399632,0.0274809315097611,0.108631844049724,0.00176699561587404
"371",371,0,1.02941,1.54826,13.92605,16.50372,0,0.0938127888742659,0.0623744222514681,0.0938127888742659,0.00104847667028429
"372",372,0.692937,4.908393,2.107728,17.670429,25.379487,0.0273030341393425,0.0830484871502722,0.220703042579229,0.110351521289615,0.00161235164091994
"373",373,0,7.805352,11.058408,54.989928,73.853688,0,0.149733998388814,0.105686692315217,0.149733998388814,0.00469190393938182
"374",374,0,2.053119,5.489988,26.836836,34.379943,0,0.159685779583753,0.0597185108771123,0.159685779583753,0.0021841480685084
"375",375,1.331984,3.32996,5.93992,15.821784,26.423648,0.050408785342584,0.224795607328708,0.176430748699044,0.275204392671292,0.00167868689433679
"376",376,0,1.400166,0,19.257336,20.657502,0,0,0.0677800249033015,0,0.00131236526754883
"377",377,0,9.585038,2.413104,52.953532,64.951674,0,0.0371522987998739,0.147571839333964,0.0371522987998739,0.00412636150424937
"378",378,0,1.661082,4.41748,22.635058,28.71362,0,0.153846153846154,0.0578499680639362,0.153846153846154,0.0018241681687164
"379",379,0,1.753333,4.757002,21.717523,28.227858,0,0.168521536419802,0.0621135688014301,0.168521536419802,0.00179330784605517
"380",380,0,1.692962,3.447688,21.625255,26.765905,0,0.128808945559659,0.0632506915047334,0.128808945559659,0.00170043038487962
"381",381,0,0.59726,6.02197,21.728462,28.347692,0,0.212432461873792,0.0210690873881373,0.212432461873792,0.00180092086622922
"382",382,0,1.756489,5.104323,48.521116,55.381928,0,0.0921658595923204,0.0317159236493175,0.0921658595923204,0.00351839824375135
"383",383,0.734751,7.660231,4.974445,11.418392,24.787819,0.0296416155047768,0.200681028048494,0.338673684844964,0.230322643553271,0.00157476313999084
"384",384,0,2.480416,2.204052,5.383749,10.068217,0,0.218911849039408,0.246360999171949,0.218911849039408,0.000639630982339717
"385",385,0,1.06167,0.530835,5.516676,7.109181,0,0.0746689386583349,0.14933787731667,0.0746689386583349,0.000451644261010748
"386",386,0,1.68215,3.94011,5.626788,11.249048,0,0.350261639918329,0.149537098606033,0.350261639918329,0.000714648842255449
"387",387,0.616011,2.444358,6.140424,15.292002,24.492795,0.0251507024820973,0.250703278249787,0.124949765839301,0.275853980731885,0.0015560203485975
"388",388,0,1.924646,3.911774,55.20221,61.03863,0,0.0640868577817032,0.0315316054767284,0.0640868577817032,0.00387776692413071
"389",389,0,3.355019,8.357496,40.320331,52.032846,0,0.160619620921754,0.0644788678289863,0.160619620921754,0.00330563201020709
"390",390,0,9.499008,4.677693,55.578439,69.75514,0,0.0670587572471362,0.136176459541189,0.0670587572471362,0.00443152434253697
"391",391,0,4.588995,2.378352,35.004444,41.971791,0,0.0566654875413823,0.109335219933788,0.0566654875413823,0.00266645602770454
"392",392,0,0.779702,5.483694,19.62145,25.884846,0,0.211849589524311,0.0301219485717628,0.211849589524311,0.00164445695545619
"393",393,1.433682,2.867364,2.118009,23.623239,30.042294,0.0477221213533161,0.0705009078201552,0.143166364059948,0.118223029173471,0.00190857845266531
"394",394,0.316224,3.130552,0.624526,12.245594,16.316896,0.0193801566180234,0.0382748042274707,0.211239686763953,0.0576549608454941,0.00103660779433091
"395",395,0,2.543704,3.608271,64.063454,70.215429,0,0.0513885772883336,0.0362271374856942,0.0513885772883336,0.0044607663727028
"396",396,3.674678,14.370323,43.329895,72.39893,133.773826,0.0274693346963105,0.323904132038505,0.134891865917029,0.351373466734816,0.00849861338265975
"397",397,0,8.678832,2.187176,45.825888,56.691896,0,0.0385800467848174,0.153087700577169,0.0385800467848174,0.00360162014080359
"398",398,0,3.29121,6.403618,87.736844,97.431672,0,0.065724192847681,0.0337796727946945,0.065724192847681,0.00618980660352882
"399",399,0,2.421763,14.604933,100.630673,117.657369,0,0.124131052089054,0.0205831816620003,0.124131052089054,0.00747473942138679
"400",400,1.394888,0,8.471106,19.986433,29.852427,0.0467261171093392,0.283766073693104,0.0467261171093392,0.330492190802443,0.00189651625578141
